timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
timestamp,Intensity,emotion
